order,level_0,index,ID,int,vector
335,517,517,32384,1453677448760444129282778429661672744250541683859612081314514317729677354113691627319684355253151901289575418654851717629803890728763392,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
336,3244,3244,28043,2907354897187757325945666610881067954585583831617326563499205607186746260302049807165356531572865394010557270319480494254004537718210560,00000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000010000000001000000010000001000110000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
337,1458,1458,16230,49947976805055875702274786014787878119586247279839364151759812245973371603730221723545497752475646740282524577359768245398075727598213795627925504,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000010000000000010000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
338,6487,6487,19331,799167628880894011234365812140352653035252509132451102491468400444647474536822609965336258679425186750908762944483202254595295727717318483463110656,00000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010010000000000000000100000011010000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
339,5919,5919,25437,2977131414714890441436285347016841007527862380089698137050011498160670381610216713027650091347313204895914835223194139127328280753895112704,00000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000010000100000000010100000000101000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
340,1569,1569,11498,780437137578998058014712267454693998843708843936136402761839115887762167952215737575218793053498585933420652371088157845703658496468406750937088,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000010000000000000100000000010110000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
341,777,777,32081,11908525658859900218654412361089301641781404783187333831347550568350561631260616561784798760760852012855706110782868827197112327327348424704,00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000010000000010000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
342,5733,5733,591,186070713419680655010627094895029365772915624595246298219458538642092702445207717418861596488930153685403151906604677737502399945521496064,00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000001000000000001010001010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
343,4611,4611,14464,3048582568667961840545167078132016446956869626262130841158909696072014211841532679875754860906744285279232325210123619095919920571548717547520,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000001000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
344,401,401,26530,24388660549343689350017626358384412634017997410420011484945757952036563039682557325811487554247684173036791657561927682802020578372838339117056,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000001000000000010000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
345,2173,2173,29058,780437137578998058014630926583534261223134682482234870964157613282240048558281402735802481264952489364267334572717508624826670596963884779700224,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000001000000000010000011010000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
346,3770,3770,31464,1560874275157996115860028942909349419593264045139642664425468235783553638921232686183696810756528189094209393347795858412289574256616302719270912,00000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
347,2302,2302,11491,6243497100631984462932424788227068351971198271582798417480552265320128862320910231833158160433923863399823055681292032876080315354117100932169728,00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000100000000100000000010110000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
348,6929,6929,13511,24973988402527937851095415948332301480621183678687883462464416173463748505821379392162982403334032178564469647983502545238057027868733730734473216,00000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000001000000000100000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
349,2885,2885,9680,12486994201263968925695620538307907907780377717475860122018215570921591977370430561303113243131349149116468400760642106704440808607704516483088384,00000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000010010000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
350,6476,6476,7633,48777321098687378784567787247550261428258834421421503687827684533118412388903993121253604289317534788461468152308878941420207622530533962022912,00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
351,2542,2542,23237,47634102635436898477817234908084691137346381165235553586281608989633905135931881388603161692469251193375583315618701867707716698010413957120,00000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000001000000010000100001010000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
352,3044,3044,26701,23817051317718615819848568056565035427852674730797005256618336511661411712905101294242561100174804523283703997521221349961901682886073909248,00000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
353,3009,3009,1214,6393341031047152089869680356946936626211029933166303165955630892886587002484329266982718725009077416483600781119789692315615213996978606719000117248,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000001000000000100000010110000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
354,2426,2426,16694,186070713419844594309898062658945474448181509093331884649631626229232834650913843053443469649993841445226183828209738718629780598755950592,00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
355,2048,2048,31002,12786682062094304179739191483560821954612976957329528991788780947677711829842642069616000535218513554373588501684003592026858262887914492777537208320,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000100000100010000110000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
356,4097,4097,24465,1524291284333980750959633619577172093905804886671849499814372496722048347571983599873483368881655666923206705600371151817558451412811565236224,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000100100000000010100000000101000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
357,5334,5334,11666,51146728248377216718956258408523239254588513397720570741599592398084881282601815845036697391298406046109603469423673219595336669255796163946855006208,00000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000010000000100000011010000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
358,5513,5513,29329,6393341031047152089869553516830403268864536787746988519445970044932797069061421528873183107225009026930675569924445456881660396538663084935633436672,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000100000000000010000000011010000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
359,7954,7954,3802,1598335257761788022467547011987154908977752432702493336802438154236565157873149373077854117580742871845079583085595746768428090227464262688694075392,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010010000000000000000100000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
360,605,605,20603,11908525658859265603633248783390853508257733736981497311412360118560729621971450439001451348115466405390481996742919632358136060878455308288,00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
361,2075,2075,26414,46517678355003456159161894764758973441303044714933662747506063395434093621383470238375444753625017016840389254210441097681138045541154816,00000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100001000000000000000100100000000010100000000011000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
362,2547,2547,2868,199791907220223502808464530290026083676527827045065180415619345258680705026028075245381001100056135706623979192517874303304918874542587427216687104,00000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000010000000100000010110000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
363,5446,5446,13000,5954262829429653954982237037301420041361430992646665550001838106560051192896057305891980007877216556439122890706356974439374154000360275968,00000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000010000100000000010100010000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
364,5056,5056,1196,2977131414715482745022245358847147307344627439714090360745053289886705955427910203626470957491778740090120408086471350258414213637284560896,00000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000010000100000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
365,1358,1358,20981,3048582568667961840382485335812541205808546718426338315150047304857690597798162668991666795290391787600598799346310500148824555811136304316416,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000010000000010000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
366,2080,2080,20609,3121748550315992231550837886802982294714647085198049072620983456481268114249176158009051365322359231541024162278797690961570600771642646469804032,00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000001100000000010110000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
367,4527,4527,21254,744282853678870686250518498574995152160722842935763643347560508930900169393832358944260292875831145995187942011770619686214815788994396160,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
368,7463,7463,27994,1524291284333980624036897698763027372124744087814075497451897020706006181675243809960258912962334716447061578440249643827708824454860501942272,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000010000000000100000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
369,1294,1294,10192,11629419588898940576799484642693125517277315494656123741557324749913727713252139423008958665671395286540989904391538873648055515980234752,00000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000001000000000000010000100000000010110000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
370,1532,1532,15794,399583814440447005617013675902926208157584039433467645991419521712283067091678607032964218721512028582217917397740108567148591390030661187918626816,00000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000010000000000000100000001000110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
371,1749,1749,4394,12194330274671844823064853579800577645307633846124766376582365611964726196678237127108199665262631561597575382589075217188943307614028356911104,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000010000010000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
372,848,848,6003,6243497100631984462932424868291944943044780030933807900971380870769339486622387149263941765821906016404478685001738393337688265959285179635728384,00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000010000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
373,5243,5243,5074,190536410541747741946489951214290739162583554939350465141489877224401882089301148839315533228900505177633826234259538435371004769636582424576,00000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000100100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
374,7056,7056,12064,726838724380222094902129973661796407155575204302251201288742212128618114836606587556652564630983371339361963366917434167228625972101120,00000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
375,1091,1091,27995,1453677448760485425107000647645133882270426241812884541266507550814284421226007754129067522479205150491354922017579999041268285670686720,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000100010000000011010000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
376,4779,4779,2864,12486994201263968925695619247202669867424280129122414554682258314119486784604292568556021148317817502309356098855892206873451022842442367599902720,00000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000100000001000011010000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
377,3079,3079,30417,6097165137335922496312774091940981422343528430792187170145845903042567121419413211259020840143602190829425465472040381032103491475851993677824,00000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000010000000010000000010110000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
378,3223,3223,4773,381072821083495188400961851956145053181696943843193675693120442816879878871010204034291004532041649287148309084832832903156538853767281377280,00000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000001000000000000100000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
379,6708,6708,16379,6393341031047152089869516415064155070076007316166259604179307068310935059689929193163578788136880261551406427205054585661215562189640329652709883904,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000010000000001000000000100000010110000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
380,257,257,11794,97554642197374757399905241461041091484531250420809393228970026010401599027491834998830356622678215871888340633573326476795404360751205754863616,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000100000100000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
381,6858,6858,16936,762145642166990460094975776408864348854032601348463838340709430834209173565182130748813795055283533525612133418173826860261333572920138530816,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000100100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
382,7545,7545,4537,3121748550315992231550828848928408990534583289480946670968632406423198192169510376577917495307153148076265767326238928341237973936598887086161920,00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000010000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
383,2161,2161,12216,1488565707358756754469102512936061358217010156789615944882034484873054149219332108808530122677223800006258196488738750754588531437388955648,00000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000010000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
384,7045,7045,26646,23817051317718615819848252994429550976684910920398234137380199004890093403414136765381568378679507481092605145705752427865904145561227886592,00000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000010100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
385,7567,7567,22907,46517678355088071968729496867891127931469262845862644634692058145886487781188502285838075981858252736951476153967829480522045567130402816,00000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000001000000000010001000110000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
386,3666,3666,22559,726838724338575528520689966819879029375773566242022583969061189219826427110612872676736024353903100145628486478199004158789267140640768,00000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000001000000000100000000010110000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
387,3083,3083,7873,399583814440447005617013677032660529820606547407932283741145795963266023035200553616265426013766420677820881275265437946104310393793368096126271488,00000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000010010000000011010000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
388,4104,4104,20759,762145642166990460094975929091638359882639548931705907922041394283913001646272759331339783328919497953735820053654947488002525249683127795712,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000100000000000000010000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
389,5019,5019,18030,3121748550315992231550827557805932572467563116472130065023374938406228535225763704348887374734061212013173455610032995207878797285182682087555072,00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000001100000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
390,4426,4426,31301,97554642197374757399905241480742094582728490026950862723438147508662589178204202757208710062358071787108237911167124596015542636012615355072512,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000010000000100000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
391,3444,3444,24058,25573364124188608359478213757451627705029116392277653449936412889644312882648602011001553785472368015686012100094628355054906499219695748466950012928,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000100010000000010110000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
392,6121,6121,22931,99895953610111751404232265305773227119553388708631073883371073338935718419676274952079505845030774158180946397602323269204869135685132458032889856,00000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000010000000000100000001000110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
393,4136,4136,28590,3196670515523576044934924793636213832040589825735262232629447638194078513185571241287394274103308144925168218915935620914595733035017359189071626240,00000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000100000100000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
394,4700,4700,4273,1419607052950713202802913693447535366567313551230306537664789379224707092384049794723221448372729660742386691525534971919807635521536,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000001000000000010000011010000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
