age,workclass,fnlwgt,education-num,marital_status,occupation,relationship,race,sex,capital-gain,capital-loss,hours,na�ve-country
26,4,16,13,5,10,2,5,2,9,1,50,39
48,4,20,13,3,14,1,5,2,1,1,45,39
69,4,22,13,7,10,2,5,2,1,3,40,39
41,4,18,10,1,1,5,5,1,1,1,40,39
43,4,23,13,1,1,2,5,1,1,1,40,39
28,4,49,9,5,3,5,5,2,1,1,40,26
65,2,12,10,1,1,2,5,1,1,1,28,39
31,4,25,13,5,4,2,5,2,1,2,38,39
28,4,15,13,5,1,2,5,1,1,1,40,39
51,4,14,13,3,10,1,5,2,1,1,40,39
45,4,11,10,5,3,2,5,1,1,1,80,39
43,4,31,9,1,1,3,3,2,1,1,38,39
31,4,8,12,3,12,1,5,2,1,1,60,39
31,4,22,10,3,3,1,5,2,1,1,55,39
45,4,8,10,3,3,3,2,2,1,1,40,30
20,4,21,13,5,12,3,3,1,1,1,30,39
25,4,21,13,5,13,5,5,2,1,1,40,39
36,4,17,9,7,6,5,5,1,1,1,30,39
31,4,36,13,5,12,2,5,2,5,1,50,39
56,4,19,10,3,3,1,5,2,1,1,45,39
26,4,23,13,5,12,4,5,2,1,1,18,39
47,6,17,10,1,4,2,5,1,1,1,65,39
40,5,3,9,3,4,1,5,2,1,1,50,39
32,4,30,9,3,4,6,5,1,1,1,48,39
34,7,8,14,5,10,5,3,1,1,1,24,39
37,4,4,9,3,4,1,5,2,1,1,55,39
38,4,17,9,3,3,1,5,2,1,1,45,39
19,4,7,11,5,8,4,2,2,1,1,16,39
49,4,16,5,1,6,2,5,1,1,1,40,39
18,9,25,9,5,8,4,3,1,1,1,25,39
26,4,16,12,5,10,2,5,1,1,1,40,39
82,4,15,4,3,6,1,5,2,1,1,2,39
40,4,13,9,1,3,2,5,2,1,1,40,39
28,4,70,10,5,3,4,5,2,1,1,50,39
23,4,13,9,3,12,1,3,2,1,1,37,39
19,4,18,10,5,1,4,5,2,1,1,40,39
67,4,15,9,7,6,3,3,2,1,1,32,39
43,4,11,13,3,4,1,5,2,4,1,40,39
41,4,21,12,5,1,2,4,1,1,1,50,39
37,4,15,11,1,10,5,5,1,1,1,40,39
20,4,3,9,5,14,4,5,2,1,1,40,39
40,4,16,9,1,3,5,5,2,1,1,40,39
47,4,16,14,6,4,2,5,2,10,1,50,39
40,4,10,9,3,13,1,5,2,1,1,40,39
39,7,11,13,5,4,2,5,1,1,1,40,39
24,4,27,10,5,1,4,3,1,1,1,20,39
78,9,2,9,3,8,1,5,2,3,1,32,39
67,9,24,11,7,8,2,5,1,1,1,1,39
49,4,19,13,3,12,1,5,2,1,1,45,39
66,4,10,9,1,7,2,5,2,1,1,10,39
52,4,12,9,5,10,5,5,1,1,1,40,39
59,5,25,9,1,4,2,5,2,1,1,60,39
72,4,19,9,7,9,5,5,1,1,1,12,5
35,1,24,9,5,1,2,5,2,1,1,40,39
30,4,16,13,2,4,6,5,1,1,1,40,39
36,4,22,10,5,8,2,5,2,1,1,40,39
26,4,18,9,6,13,4,5,1,1,1,40,39
23,4,11,13,5,8,2,5,2,1,1,35,39
39,4,29,13,3,10,1,5,2,1,1,40,39
40,6,12,15,3,10,1,5,2,1,1,40,39
29,4,39,13,5,10,2,5,2,1,1,40,39
38,4,10,13,5,8,2,5,2,1,1,20,39
63,4,26,13,5,1,2,5,2,1,1,40,39
58,6,31,9,3,4,1,5,2,1,1,40,39
30,4,15,9,1,4,5,5,1,1,1,40,39
38,7,14,9,5,8,5,3,1,1,1,40,39
25,4,35,3,5,1,2,5,1,1,1,33,26
44,7,16,14,3,10,1,5,2,1,1,40,39
43,4,11,11,3,1,6,5,1,1,1,40,39
21,4,14,10,5,14,4,5,2,1,1,30,39
41,2,35,12,5,4,2,5,2,1,1,40,39
38,4,17,13,3,12,1,5,2,1,1,50,39
75,9,17,13,3,8,1,5,2,1,1,6,39
29,4,14,10,3,3,1,5,2,1,2,40,39
52,6,13,9,3,5,1,5,2,1,1,70,39
47,4,4,9,1,4,5,5,1,1,1,45,39
28,4,3,11,3,10,1,5,2,10,1,50,39
24,4,17,10,3,9,6,5,1,1,1,40,42
30,7,7,14,3,10,1,2,2,1,1,10,3
30,4,15,10,3,4,1,5,2,9,1,60,39
40,4,35,12,1,4,2,5,2,1,1,40,39
27,4,27,10,5,8,4,5,1,1,1,30,39
26,4,24,9,5,11,5,5,2,1,1,44,39
32,4,10,9,5,8,2,5,2,1,1,37,39
36,7,11,13,5,1,2,5,1,1,1,40,39
26,4,90,8,5,14,4,3,2,1,1,40,39
25,4,43,10,5,14,2,3,2,1,1,40,39
39,4,20,10,1,13,2,5,1,1,1,40,31
27,4,6,11,3,13,1,5,2,1,1,40,39
24,4,50,9,3,5,1,5,2,1,1,50,39
38,5,27,13,3,12,1,5,2,8,1,40,39
35,6,38,9,3,5,1,5,2,1,1,55,39
29,4,24,11,5,13,2,5,2,1,1,40,39
49,4,10,9,1,8,2,3,1,1,1,40,39
36,4,14,5,3,7,1,5,2,1,1,40,39
47,6,15,16,3,3,1,5,2,1,1,50,39
21,4,20,10,5,8,4,5,2,1,1,40,39
35,4,6,13,5,10,2,2,1,1,1,40,30
38,4,22,2,3,6,1,5,2,1,1,40,26
66,9,10,10,3,8,1,5,2,1,1,40,39
45,4,36,14,3,4,1,5,2,1,2,50,39
19,4,26,10,5,8,4,5,1,1,1,15,39
18,4,14,9,5,6,4,5,2,1,1,22,39
37,4,29,15,3,4,1,5,2,1,1,40,39
49,4,12,13,5,10,5,5,1,1,1,40,39
33,2,51,11,3,11,1,5,2,1,1,48,39
27,4,30,10,3,12,1,5,2,1,1,40,39
34,2,10,10,1,1,5,5,1,1,1,35,39
54,7,16,14,4,10,2,2,1,1,1,40,3
24,5,18,10,5,14,4,5,2,1,1,40,39
44,6,10,15,3,10,1,5,2,1,1,60,39
48,6,5,13,6,3,2,5,2,1,1,50,39
23,4,3,9,5,1,5,5,1,1,1,40,39
29,4,3,9,5,8,4,5,2,1,1,38,39
21,4,10,12,5,8,4,5,1,1,1,9,39
18,4,3,8,5,8,4,5,1,1,1,32,39
18,4,13,5,5,12,4,4,1,1,1,32,39
29,4,10,9,1,3,2,5,2,1,1,40,39
29,4,22,9,5,14,2,5,2,1,1,40,39
41,4,11,9,6,7,3,3,1,1,1,40,39
32,4,34,9,5,6,2,5,2,1,1,40,39
61,4,20,6,1,8,2,3,1,1,1,24,39
79,4,33,9,4,10,2,5,2,1,1,6,39
34,4,11,12,1,7,2,5,2,1,1,40,39
46,4,15,13,3,4,1,5,2,1,1,40,39
50,6,5,11,3,12,1,5,2,1,1,60,39
29,4,20,9,3,7,1,5,2,1,1,40,39
23,4,19,10,5,1,2,5,1,4,1,40,39
64,4,15,10,5,1,2,5,1,1,1,40,39
70,2,8,14,5,10,5,5,1,8,1,50,39
28,2,30,12,5,1,2,5,1,1,2,40,39
51,4,10,11,3,6,1,5,2,1,1,40,12
20,9,21,10,5,8,4,5,1,1,1,40,39
34,7,15,13,1,10,2,5,2,5,1,55,39
29,4,14,9,5,6,4,5,2,1,1,40,39
49,4,10,13,4,8,2,2,2,1,1,40,30
77,5,19,10,3,4,1,5,2,1,1,40,39
32,4,29,9,5,8,4,5,1,1,1,35,39
27,4,33,13,3,13,6,5,1,1,1,40,39
22,4,5,10,5,12,2,5,1,1,1,40,39
35,2,25,9,3,3,1,5,2,1,1,40,5
42,2,18,13,3,11,1,5,2,1,2,40,39
35,7,34,9,1,7,4,5,2,1,1,40,39
62,9,19,9,3,8,1,5,2,1,1,40,39
33,4,13,9,3,11,1,5,2,3,1,16,39
45,4,14,10,7,4,5,5,1,1,1,55,39
19,4,24,10,4,12,4,5,1,1,2,40,39
38,4,17,9,1,3,2,5,2,1,1,40,39
26,4,41,9,3,7,1,3,2,1,1,45,39
29,4,25,13,5,4,2,5,1,1,1,45,39
33,4,15,13,3,10,1,5,2,1,1,40,39
35,6,10,9,1,5,2,5,2,1,1,80,33
42,4,21,10,3,3,1,5,2,1,1,40,39
20,4,21,11,5,8,4,5,1,1,1,20,39
43,1,3,14,3,10,1,5,2,1,1,40,39
69,4,51,7,3,10,1,3,2,1,1,45,39
39,4,13,9,5,14,4,5,2,1,1,40,39
37,4,10,9,3,7,1,5,2,1,1,40,32
28,4,14,10,3,3,1,5,2,1,1,40,39
26,1,7,13,5,13,2,5,2,1,1,40,39
32,4,11,10,1,12,4,5,2,1,1,30,39
43,1,26,13,1,4,2,5,2,1,1,40,39
49,4,12,9,3,4,1,5,2,1,1,30,18
28,4,19,4,6,8,4,5,2,1,1,60,26
35,4,30,9,3,7,1,5,2,3,1,40,39
19,9,21,10,5,8,4,5,1,1,1,10,39
35,2,30,9,3,3,1,5,2,1,1,40,39
57,4,4,9,3,1,6,5,1,1,1,40,39
45,4,37,5,3,14,1,5,2,1,1,40,39
23,4,22,9,5,12,2,5,2,1,2,48,39
45,4,10,9,3,3,1,5,2,1,1,40,39
42,4,11,9,3,1,6,5,1,1,1,40,39
35,4,13,13,3,8,1,2,2,1,1,40,40
45,4,14,13,3,10,1,5,2,1,1,50,39
28,1,32,13,5,4,2,5,2,1,1,40,39
64,5,18,11,3,3,1,5,2,1,1,10,39
44,2,10,15,6,10,5,5,1,1,1,40,39
59,6,3,9,3,5,1,5,2,1,1,40,39
41,4,20,9,5,7,2,5,2,1,1,40,39
21,4,20,10,5,12,4,3,2,1,1,25,39
29,6,15,11,5,1,2,5,1,3,1,40,39
51,6,17,9,5,5,2,5,2,9,1,40,39
22,4,13,9,5,1,4,5,2,1,1,40,39
49,4,14,9,1,8,5,5,1,1,1,40,39
53,4,20,12,3,12,1,5,2,1,1,80,39
38,4,16,10,1,1,5,5,1,6,1,44,39
23,4,14,10,6,3,4,5,2,1,1,40,39
20,4,27,9,5,8,4,5,1,1,1,40,26
40,4,5,13,1,3,4,5,1,1,1,40,39
25,4,10,13,5,10,2,5,1,1,1,40,39
27,4,18,10,1,13,2,5,1,1,1,40,39
20,4,16,9,5,8,4,5,2,1,1,30,39
37,4,18,9,3,8,6,5,1,1,1,20,39
40,2,3,9,5,8,4,5,2,1,1,40,39
28,4,21,13,3,4,1,5,2,4,1,40,39
38,6,23,9,6,8,5,5,1,1,1,40,39
42,4,21,13,1,4,5,5,1,1,1,40,39
32,1,19,12,1,11,2,5,2,3,1,40,39
20,4,13,9,3,12,1,5,2,1,1,45,39
62,7,15,13,3,1,1,5,2,1,1,38,39
31,4,29,10,5,1,2,5,2,1,1,40,39
31,6,17,9,3,3,1,5,2,1,1,60,39
24,4,21,9,5,1,4,5,2,1,1,40,39
62,2,40,4,7,8,2,3,1,1,1,35,39
43,2,21,10,3,3,1,5,2,1,1,40,39
21,4,28,10,5,14,4,5,2,1,1,50,39
30,5,12,9,1,4,2,5,2,5,1,40,39
22,9,24,9,5,8,5,3,1,1,1,40,39
18,4,14,6,5,6,2,5,2,1,1,40,39
59,2,28,14,1,10,2,5,1,1,1,40,39
24,6,32,4,3,14,1,5,2,1,2,40,39
49,4,7,9,3,3,1,5,2,1,1,40,39
19,7,43,7,5,8,4,5,2,1,1,30,39
48,4,14,9,3,7,1,5,2,5,1,40,39
32,4,19,15,3,12,1,5,2,9,1,60,39
33,4,6,6,5,7,2,5,1,1,1,45,39
23,4,24,13,5,12,2,3,2,1,1,15,39
33,1,18,15,5,10,2,5,1,1,1,65,39
50,1,17,10,3,4,1,5,2,1,1,40,39
30,4,18,13,3,4,1,5,2,1,1,43,39
32,4,10,12,3,10,1,5,2,1,3,42,39
39,4,8,10,3,12,1,5,2,3,1,65,39
21,4,11,10,5,12,4,5,1,1,1,20,39
23,4,18,13,5,10,4,5,1,1,1,21,39
32,4,28,13,5,4,2,5,1,1,1,40,39
57,4,21,9,3,6,1,5,2,1,1,40,39
22,7,15,10,5,10,2,5,2,1,1,10,39
70,4,14,9,7,1,5,5,1,1,1,5,39
34,4,12,10,3,13,1,5,2,1,1,84,39
53,4,20,14,1,12,2,5,1,1,1,40,39
21,4,11,10,5,12,4,5,2,1,1,45,39
37,4,6,9,1,7,2,5,2,1,1,40,39
60,6,14,9,3,3,1,5,2,1,2,50,39
23,4,10,7,5,3,4,2,2,9,1,40,40
32,4,2,6,3,14,1,5,2,1,1,80,39
57,4,12,9,3,7,1,5,2,1,1,40,39
65,9,11,9,3,8,1,5,2,1,1,40,39
25,4,18,10,5,1,2,5,2,1,1,30,39
30,4,21,9,3,3,1,5,2,1,1,46,39
31,4,20,9,1,1,2,5,1,1,1,40,11
19,4,42,10,5,8,4,5,2,1,1,35,39
23,7,3,13,3,13,1,5,2,1,1,38,39
44,4,16,9,3,12,1,5,2,1,1,40,39
43,9,11,10,3,8,1,5,2,1,1,45,39
42,4,17,10,5,7,5,3,1,1,1,40,39
34,6,28,7,3,7,1,5,2,1,1,40,39
32,4,25,9,3,3,1,5,2,1,1,40,39
25,4,28,11,5,13,5,3,1,1,1,40,39
21,4,7,10,5,4,4,5,1,1,1,40,39
31,4,23,9,4,9,3,3,1,1,1,60,23
36,2,35,11,5,10,2,5,1,1,1,40,39
49,6,15,10,3,3,1,5,2,1,1,65,31
44,4,13,13,1,1,5,5,1,1,1,32,39
42,4,18,11,3,12,1,5,2,1,1,40,39
30,4,10,9,5,11,2,5,2,1,1,99,39
33,4,17,6,3,7,1,5,2,1,1,40,39
36,6,31,13,1,8,5,3,2,1,1,45,39
17,4,29,6,5,8,4,5,2,1,1,30,39
20,4,63,10,5,12,2,5,2,1,1,25,39
32,4,38,9,5,3,4,5,2,1,1,50,39
33,6,11,9,3,3,1,5,2,1,1,40,39
37,4,12,10,1,4,5,5,1,1,1,60,39
60,4,14,6,1,5,2,5,2,1,1,48,39
35,7,3,10,1,1,5,5,1,1,1,15,39
43,1,9,13,1,1,5,5,1,1,1,40,39
46,4,22,10,3,13,1,5,2,1,1,40,39
29,6,16,9,3,14,1,5,2,6,1,40,39
36,4,21,13,3,12,1,5,2,1,1,42,39
27,4,8,9,3,3,1,5,2,1,1,40,39
50,4,2,10,3,4,1,5,2,1,1,84,39
22,4,12,10,3,1,6,1,1,1,1,44,39
33,7,31,14,5,10,2,5,2,1,1,60,39
61,4,19,6,1,12,5,5,1,1,1,40,39
28,9,16,11,3,8,4,5,1,1,1,40,39
41,6,11,11,3,5,1,5,2,1,1,70,39
22,4,21,10,5,14,4,5,2,1,1,40,39
27,4,19,13,5,10,2,5,1,1,1,40,39
25,4,43,9,3,14,1,5,2,1,1,40,39
32,4,10,9,5,7,4,3,1,1,2,20,39
28,4,27,14,5,10,2,5,2,1,1,50,39
25,4,17,13,5,3,4,5,2,1,2,35,39
28,4,20,10,3,3,1,5,2,1,1,40,39
37,2,22,13,3,10,6,5,1,1,1,30,39
58,4,20,9,7,1,2,5,1,1,1,37,39
39,4,34,9,3,6,1,5,2,1,1,40,39
33,4,17,10,1,8,5,5,1,1,1,40,39
59,4,15,6,3,3,1,5,2,1,1,40,39
58,4,20,13,1,3,4,5,1,1,1,20,39
38,4,35,11,3,10,1,2,2,1,1,36,30
34,4,4,10,3,3,1,5,2,1,1,40,39
31,4,32,10,1,3,4,3,2,1,1,40,39
48,2,18,9,3,3,1,5,2,1,1,40,39
65,9,14,9,3,8,1,5,2,1,1,40,39
45,4,22,9,1,6,2,5,2,1,1,50,39
80,9,2,15,3,8,1,5,2,9,1,10,39
23,4,3,9,5,8,4,5,1,1,1,40,39
33,4,19,14,3,10,1,5,2,1,1,37,39
38,6,21,10,1,5,2,5,2,1,1,40,39
44,6,10,14,3,5,1,5,2,1,1,40,39
48,2,23,14,1,4,5,3,1,9,1,40,39
40,7,3,9,3,3,1,5,2,1,1,40,39
19,2,29,9,5,3,3,3,1,1,1,40,39
45,4,23,13,1,4,4,5,1,1,1,40,39
34,4,9,10,5,10,2,5,1,1,1,40,39
70,4,10,10,1,8,2,5,2,1,1,80,39
32,2,29,14,5,10,2,5,2,1,1,60,39
33,4,32,11,1,8,5,5,1,1,1,40,39
24,4,18,13,5,4,2,5,1,1,1,40,39
30,2,23,13,5,10,4,5,1,1,1,15,39
22,4,13,10,5,12,4,3,2,1,1,25,39
52,5,18,15,3,10,1,4,2,10,1,65,39
67,6,12,6,3,5,1,5,2,3,1,80,39
40,4,18,9,3,4,1,5,2,1,2,45,39
55,4,11,11,3,10,6,5,1,1,1,20,39
29,4,21,9,1,4,2,5,1,1,1,40,39
62,4,13,9,3,12,1,5,2,1,1,16,39
22,4,20,9,1,7,4,5,1,1,1,40,39
64,7,11,5,3,3,1,5,2,1,1,40,39
29,6,24,13,5,4,3,5,2,1,1,50,39
28,4,18,10,3,4,1,5,2,1,1,40,39
25,4,12,9,5,4,3,5,2,1,1,40,39
47,7,12,16,3,10,1,5,2,9,1,50,39
26,4,20,13,3,14,1,5,2,1,1,40,39
18,4,15,8,5,8,4,5,2,1,1,27,39
52,5,17,6,3,12,1,5,2,5,1,45,39
48,2,33,13,3,10,6,5,1,1,1,50,39
36,4,31,9,3,7,1,3,2,1,1,40,14
23,4,21,11,1,1,2,5,1,1,1,30,39
41,4,11,9,3,14,1,5,2,1,1,40,39
56,7,67,9,3,14,1,5,2,1,1,38,39
53,4,3,9,1,10,2,5,2,1,1,40,39
26,4,14,10,1,4,2,5,1,1,1,40,39
22,4,31,10,5,8,2,5,2,4,1,40,39
25,4,17,14,5,10,4,5,1,3,1,31,39
31,4,13,10,3,8,1,4,2,1,1,40,33
36,4,10,12,3,7,1,5,2,3,1,40,39
46,4,17,10,3,7,1,5,2,1,1,40,39
46,7,19,12,1,1,5,5,2,1,3,38,39
32,4,16,10,3,8,6,5,1,1,1,36,33
43,6,4,9,5,5,2,5,2,1,1,60,39
30,4,13,13,3,4,1,5,2,10,1,50,39
41,5,25,13,3,12,1,5,2,8,1,45,39
50,4,10,14,3,4,1,5,2,10,1,60,39
37,7,21,14,3,4,1,5,2,1,1,38,39
22,2,13,9,5,6,3,5,2,1,1,50,39
51,1,4,9,3,14,1,5,2,1,1,80,39
47,4,18,10,3,4,6,3,1,1,1,40,39
40,4,19,9,3,1,1,5,2,1,1,40,39
46,4,8,10,3,7,1,5,2,1,1,40,39
23,9,13,10,6,8,5,5,1,1,1,20,39
30,4,4,10,5,13,5,5,1,1,1,40,39
27,6,44,9,3,12,1,5,2,1,1,65,39
31,2,15,10,5,1,4,5,1,1,1,35,39
31,4,37,2,3,6,1,5,2,1,1,40,26
30,4,11,9,1,3,4,5,2,1,1,40,39
50,2,18,13,6,10,2,5,2,1,1,40,39
27,4,20,13,5,10,2,5,1,1,1,50,39
22,9,33,10,5,8,4,5,1,1,1,16,39
29,4,24,9,3,7,1,5,2,1,1,50,39
28,4,5,9,1,14,2,5,2,1,1,60,39
54,4,5,13,1,4,2,3,1,1,1,45,39
47,7,18,11,3,13,1,5,2,1,1,48,39
34,4,3,9,4,7,5,5,1,1,1,40,39
26,4,24,10,5,6,2,5,2,1,1,40,39
53,9,2,4,3,8,1,5,2,1,1,35,39
23,7,10,10,5,11,4,5,2,1,1,60,39
42,2,17,14,1,10,2,5,2,1,1,40,39
36,6,11,9,3,4,1,5,2,1,1,50,39
52,1,22,13,3,11,1,5,2,1,1,45,39
22,9,12,10,5,8,4,5,1,1,1,40,39
27,2,12,14,5,10,2,5,1,1,1,40,39
42,4,15,9,7,8,5,5,1,1,1,40,39
39,4,11,9,1,8,5,3,1,6,1,40,39
49,7,14,9,3,10,1,5,2,1,1,40,39
36,4,2,9,3,12,1,5,2,8,1,40,39
20,4,27,1,5,8,4,5,2,1,1,32,39
55,5,6,9,3,4,1,5,2,1,1,60,39
47,4,12,5,3,7,1,5,2,1,1,40,39
33,4,39,14,3,10,1,5,2,1,1,33,39
36,4,7,10,3,12,1,5,2,1,1,40,39
39,4,20,16,1,10,5,5,1,1,1,80,39
55,4,22,13,3,4,1,5,2,9,1,48,39
21,9,49,12,5,8,4,5,2,1,1,15,39
48,4,16,12,3,14,1,5,2,1,1,45,39
30,4,10,11,5,6,4,5,2,1,1,45,39
24,4,3,9,3,3,1,5,2,1,1,50,39
57,6,21,9,7,3,2,5,1,1,1,38,39
20,4,3,10,5,5,4,5,2,1,1,60,39
18,9,27,10,5,8,4,5,1,1,2,20,39
56,4,16,9,1,10,2,5,1,5,1,40,39
36,4,9,9,3,1,6,5,1,1,1,40,39
44,4,17,6,3,7,1,5,2,1,1,40,39
57,4,20,9,3,3,1,5,2,9,1,40,39
57,4,3,9,3,3,1,3,2,1,1,52,39
33,4,19,9,3,13,1,5,2,1,1,40,39
61,9,3,4,3,8,1,5,2,1,1,40,39
39,4,7,13,3,14,1,5,2,9,1,99,39
28,4,24,9,5,3,4,5,2,1,1,40,39
31,4,27,10,5,8,4,5,2,1,2,16,39
60,4,18,12,1,8,2,5,1,1,1,40,39
36,2,24,11,5,11,2,5,2,1,1,40,39
58,4,16,9,7,12,2,5,1,1,1,35,39
50,4,18,10,5,6,2,5,2,1,1,38,39
23,2,20,13,5,4,4,5,1,1,1,12,39
30,4,8,9,5,8,2,5,2,1,1,40,39
20,9,21,7,5,8,3,5,2,1,1,40,39
90,4,8,15,3,10,1,5,2,10,1,72,39
49,2,17,13,5,10,2,5,1,1,1,50,39
47,2,8,13,3,10,1,5,2,4,1,40,39
34,4,31,16,5,10,2,5,2,1,1,40,36
37,1,40,9,1,13,5,5,1,1,1,40,39
25,4,43,6,3,11,6,3,1,1,1,50,39
37,4,13,12,5,1,2,5,1,1,1,40,39
47,4,24,9,3,1,1,5,2,1,1,40,26
34,4,15,9,3,4,1,5,2,1,1,60,39
34,4,10,10,5,8,2,5,2,1,1,40,39
35,4,18,9,3,4,1,5,2,8,1,50,39
39,4,12,10,6,7,4,5,2,1,1,40,39
32,7,20,4,3,6,1,5,2,1,1,19,39
24,4,20,9,3,8,6,5,1,1,1,30,39
28,4,30,15,5,10,2,5,2,1,1,60,39
41,6,14,4,3,3,1,5,2,1,3,40,39
69,9,17,9,7,8,2,5,1,1,1,9,39
32,4,45,9,3,11,1,5,2,1,1,90,39
58,4,37,9,1,12,5,5,1,1,1,40,39
47,6,17,9,3,12,1,5,2,1,1,75,39
41,4,15,13,3,4,1,5,2,5,1,50,39
35,5,33,9,3,4,1,5,2,1,1,50,39
24,4,35,10,5,8,4,5,2,1,1,20,2
46,6,34,9,3,12,1,3,2,1,1,60,39
69,5,16,13,3,4,1,5,2,7,1,45,39
22,4,10,13,5,4,4,5,1,1,1,40,39
36,7,4,14,5,10,2,5,1,1,1,40,39
31,4,11,13,3,12,1,5,2,1,1,40,39
23,2,14,13,5,10,4,1,2,1,1,30,39
35,4,18,10,5,10,2,3,1,1,1,40,39
37,2,31,13,3,11,1,5,2,6,1,40,39
35,7,15,13,5,10,2,5,1,1,1,40,39
18,4,20,7,5,14,4,5,2,1,1,16,39
43,4,18,5,1,6,5,5,1,1,1,40,39
53,7,11,9,3,11,1,5,2,1,1,40,39
54,2,20,10,3,11,1,5,2,1,1,52,39
29,4,25,9,3,1,6,5,1,1,1,40,39
46,4,23,12,5,1,2,5,1,1,1,47,5
24,4,10,10,5,6,4,2,2,1,1,30,39
30,4,8,10,6,8,5,2,1,1,1,40,39
23,4,36,10,5,9,2,5,1,1,1,6,39
27,9,29,13,3,8,2,4,1,1,1,6,26
36,4,30,9,3,7,1,5,2,1,1,40,39
38,6,10,13,3,3,1,5,2,1,1,35,39
33,4,29,14,3,13,1,5,2,1,1,15,39
66,4,29,10,3,11,1,5,2,1,1,40,2
45,6,18,9,3,4,1,5,2,1,1,40,39
68,9,2,9,7,8,2,5,1,1,1,12,39
37,4,18,9,3,12,1,5,2,9,1,60,39
17,4,15,6,5,8,4,5,1,1,1,10,39
31,4,2,9,3,1,1,1,2,1,1,40,39
46,4,21,13,5,4,2,5,2,1,1,55,39
40,4,18,13,3,10,1,5,2,1,1,40,39
34,4,11,10,3,6,1,5,2,1,1,40,39
56,4,9,6,1,3,2,5,2,1,1,45,39
42,4,26,10,6,1,5,3,1,1,1,41,39
46,4,11,14,3,4,1,5,2,1,1,55,39
30,4,24,9,6,3,2,5,2,1,1,50,39
33,6,20,13,3,3,1,5,2,1,1,40,39
47,4,18,9,3,7,6,5,1,1,1,40,39
57,6,17,12,4,5,5,1,2,1,1,40,39
34,4,5,7,1,3,5,5,2,1,1,40,39
40,4,39,9,1,3,4,5,2,1,1,40,39
33,4,14,9,3,12,1,5,2,1,1,40,39
22,4,5,9,5,7,4,5,2,1,1,40,39
29,4,19,8,5,8,5,3,1,1,1,35,42
53,1,20,9,3,1,6,5,1,8,1,35,39
36,4,15,9,6,1,4,2,1,1,1,40,30
45,4,8,9,1,3,2,2,2,9,1,40,39
36,4,19,10,1,12,5,5,1,1,1,40,39
18,6,21,9,5,5,4,5,2,1,1,11,39
27,4,20,9,5,1,2,5,1,1,1,40,39
30,4,15,9,3,7,1,5,2,1,1,40,39
34,4,9,13,3,10,1,5,2,1,1,40,39
36,4,19,13,3,12,1,5,2,1,1,40,39
36,6,25,4,5,5,4,5,2,1,1,75,39
48,4,35,14,3,4,1,5,2,1,1,40,39
41,6,20,15,3,10,1,5,2,1,2,60,39
21,4,37,3,5,9,2,5,1,1,1,40,26
47,7,12,14,3,10,1,5,2,1,1,38,39
41,4,8,2,3,5,1,5,2,1,1,40,26
61,6,11,2,3,3,1,5,2,1,1,20,39
64,4,10,4,3,3,1,5,2,1,1,40,39
35,4,29,10,6,1,2,3,2,1,1,40,39
44,4,25,9,1,14,5,5,2,1,1,50,39
20,4,16,10,5,12,4,5,1,1,1,20,39
23,2,4,10,1,1,5,5,1,1,1,70,39
52,4,24,6,3,8,6,5,1,1,1,35,39
43,4,3,14,5,4,2,5,1,1,1,25,39
32,4,10,13,3,6,1,2,2,1,1,40,39
63,4,13,13,3,3,1,2,2,1,1,40,35
29,4,13,10,5,8,2,5,1,1,1,41,39
42,5,9,10,3,4,1,2,2,1,1,60,36
65,4,19,6,1,6,2,5,1,1,1,28,39
24,4,17,9,3,3,1,5,2,1,1,40,39
42,4,14,10,5,8,4,5,1,1,1,40,39
35,4,22,9,3,14,1,3,2,1,1,40,39
40,5,19,13,3,12,1,5,2,1,1,40,42
38,1,30,10,1,1,5,5,1,1,1,40,39
26,4,15,9,1,1,2,5,1,1,1,50,39
46,6,18,9,3,5,1,5,2,1,2,50,39
39,4,28,10,5,1,4,5,1,1,1,20,39
29,9,4,13,4,8,2,5,2,1,1,50,39
42,4,16,16,5,10,2,5,2,1,1,36,39
36,4,19,13,3,10,1,5,2,1,1,45,39
26,4,20,10,1,6,2,5,2,1,1,45,39
57,4,17,13,3,12,1,5,2,1,2,40,39
55,4,12,9,5,6,2,3,2,1,1,40,39
35,4,28,10,3,12,1,5,2,1,1,55,39
41,4,21,9,6,1,5,3,1,1,1,40,42
24,4,14,10,5,8,2,5,1,1,1,30,39
47,4,28,9,3,3,1,5,2,1,1,40,39
34,5,31,10,3,12,1,5,2,1,1,60,39
44,4,20,13,3,4,1,3,2,1,1,35,39
18,9,27,9,5,8,5,5,1,1,1,20,39
27,4,51,13,5,1,2,5,2,1,1,35,39
36,4,6,13,5,1,2,5,1,1,1,50,39
21,4,18,13,5,12,4,5,2,1,1,30,39
29,4,15,9,3,14,1,4,2,1,1,55,39
25,4,13,9,3,6,1,5,2,1,1,40,39
73,4,33,9,3,5,1,5,2,1,1,50,39
45,4,20,11,3,7,1,5,2,1,1,40,39
28,4,9,13,3,4,6,5,1,1,1,50,39
43,4,17,13,3,4,1,5,2,1,1,50,39
47,4,4,9,1,3,2,5,2,1,1,42,39
20,4,18,10,5,1,4,5,1,1,1,15,39
22,4,24,10,5,14,4,5,2,1,1,20,39
76,6,23,4,3,3,1,5,2,1,1,10,39
24,4,17,10,5,14,2,3,2,1,1,40,39
54,6,4,10,3,12,1,5,2,1,1,50,39
