ID,age,workclass,fnlwgt,education-num,marital_status,occupation,relationship,race,sex,capital-gain,capital-loss,hours,country
30760,33,4,80,8,5,11,4,3,2,1,1,40,39
7796,48,4,27,9,3,3,1,5,2,1,2,40,39
8853,68,9,2,9,7,8,2,5,1,1,1,12,39
24612,22,4,5,9,5,5,2,5,2,1,1,50,39
30975,40,4,32,16,3,10,1,2,2,1,2,45,17
10283,55,4,17,11,3,7,1,5,2,1,1,20,39
30803,47,4,18,9,3,7,1,5,2,1,1,40,39
25155,44,4,10,13,3,10,1,5,2,1,1,60,39
18244,22,9,3,10,5,8,4,2,1,1,1,4,35
25709,24,4,18,10,3,13,1,5,2,1,1,50,39
11198,64,9,17,9,3,8,6,5,1,1,1,20,39
29060,37,4,18,9,3,6,1,5,2,6,1,40,39
25936,46,4,27,9,5,6,4,5,2,4,1,30,39
19305,37,2,23,10,6,11,4,4,2,1,1,52,39
4109,90,9,25,13,7,8,3,5,1,1,1,10,39
8776,55,5,6,9,3,4,1,5,2,1,1,60,39
12194,52,4,16,9,3,3,1,5,2,1,2,40,39
22419,32,4,34,9,3,7,1,5,2,6,1,55,39
13706,34,4,7,7,5,8,4,2,2,1,1,40,30
26046,36,4,9,12,5,13,2,5,1,1,1,40,39
29415,42,4,15,9,3,10,1,5,2,8,1,50,39
18951,41,4,8,9,3,14,1,5,2,1,1,40,39
12343,42,4,15,12,7,13,5,5,1,1,1,24,39
13295,81,4,10,2,3,10,1,5,2,1,1,15,31
10541,19,4,27,10,5,4,2,5,2,1,1,40,39
25940,24,4,23,7,3,3,1,5,2,1,1,50,39
3501,31,4,28,13,5,10,5,5,1,1,1,36,39
22155,29,4,26,11,1,8,5,5,1,1,1,45,4
13566,43,6,24,9,3,3,1,5,2,1,1,60,39
959,42,4,17,12,3,4,1,5,2,1,1,40,39
1426,45,5,3,13,3,5,1,5,2,5,1,35,39
31082,47,2,14,10,3,11,1,5,2,1,1,40,39
13338,36,4,16,12,3,1,1,5,2,1,1,40,39
12914,50,4,17,9,3,12,1,5,2,1,1,48,39
28635,46,4,26,7,6,7,2,5,1,1,1,40,39
31691,26,4,43,12,5,8,2,5,2,1,1,40,39
17705,31,4,10,11,3,10,6,5,1,1,1,40,39
5470,37,6,24,9,1,3,2,5,2,1,1,40,39
2273,41,4,11,10,3,12,1,5,2,1,1,40,39
17910,31,4,39,10,5,4,2,5,2,1,1,40,39
21348,22,9,11,13,5,8,4,2,1,1,1,15,36
20215,52,4,34,10,5,1,5,5,2,1,1,45,39
24644,34,9,26,8,6,8,5,3,1,1,1,40,39
8092,50,4,20,9,1,4,5,5,1,1,1,38,39
17388,39,4,14,14,5,12,2,5,2,1,3,45,39
26266,49,4,37,13,1,4,2,5,1,1,1,40,39
16564,30,4,27,10,5,13,2,2,2,1,1,40,39
14984,23,4,20,13,5,8,2,5,1,1,1,40,39
3803,25,4,22,9,5,8,4,5,2,1,1,30,39
29310,22,9,31,9,1,8,3,3,1,1,1,40,39
19607,25,4,23,10,3,3,1,5,2,1,1,60,39
27825,44,4,3,13,3,4,1,5,2,1,2,56,39
23825,62,9,8,4,3,8,1,5,2,1,1,40,39
116,56,5,30,10,3,12,1,5,2,1,1,50,39
15127,51,5,33,10,3,4,1,5,2,1,1,40,39
19826,21,4,8,10,5,8,2,5,1,1,1,30,39
878,39,4,11,9,3,14,1,5,2,1,1,40,39
30061,33,9,39,7,5,8,2,5,1,1,1,40,39
10790,40,4,22,10,3,1,6,5,1,1,1,35,39
24974,50,4,28,9,7,10,5,3,1,1,1,40,39
20419,65,4,21,7,3,6,1,5,2,1,1,20,39
8868,40,4,39,9,1,3,4,5,2,1,1,40,39
13752,46,4,18,9,3,3,1,3,2,5,1,40,39
28059,40,4,20,9,3,12,6,5,1,1,1,40,39
29792,25,4,18,11,1,1,5,5,1,1,1,40,39
31738,30,4,31,10,5,6,2,5,2,1,1,55,39
23774,59,4,9,7,3,7,1,5,2,1,1,40,39
31194,59,6,14,10,3,12,1,5,2,1,1,40,39
15311,41,4,26,10,3,7,1,3,2,1,2,40,39
7282,45,4,34,9,5,3,2,5,2,1,1,40,39
26548,43,4,32,9,1,3,2,5,2,1,1,40,39
841,35,4,13,10,3,3,1,5,2,1,1,50,39
1949,40,4,10,14,3,4,1,5,2,1,1,40,39
18180,34,4,17,9,3,12,1,5,2,1,1,65,39
7212,31,4,31,7,5,3,2,5,2,1,1,40,39
12617,47,5,12,10,3,12,1,5,2,1,1,80,39
24561,40,4,11,11,3,10,1,5,2,1,1,40,39
8381,85,4,11,9,7,12,5,5,2,1,1,35,39
31699,43,6,16,10,3,5,1,5,2,1,1,99,39
16507,44,4,19,9,3,7,1,5,2,1,1,40,39
7756,31,4,12,7,1,6,3,3,2,1,2,40,39
3812,26,7,7,9,3,11,1,2,2,1,1,40,39
4604,26,4,17,11,6,1,5,5,1,1,1,35,39
14746,25,9,4,13,5,8,4,5,2,1,1,20,39
27073,51,4,2,10,3,4,6,5,1,1,1,10,39
9739,36,6,16,13,3,12,1,4,2,1,1,45,42
12849,33,9,33,10,1,8,2,5,1,1,1,40,39
29330,37,4,21,10,7,7,5,3,1,1,1,48,39
5269,59,4,4,5,3,14,1,5,2,1,1,60,39
2719,39,4,14,9,3,12,1,5,2,1,1,50,39
1167,22,9,13,10,5,8,4,5,1,1,1,8,39
12543,43,9,20,13,3,8,1,5,2,1,1,40,39
94,34,2,22,13,3,11,1,5,2,1,1,40,39
2567,24,7,16,14,5,10,2,5,2,1,1,13,39
12816,31,4,18,13,3,8,1,5,2,1,1,40,41
22109,66,9,18,4,3,8,1,5,2,1,1,32,39
25334,18,4,23,6,5,8,4,3,2,1,1,10,39
20106,52,4,3,9,1,3,2,5,2,1,1,40,39
29633,30,4,13,11,5,1,3,2,2,3,1,40,40
29386,25,4,17,9,5,12,5,5,2,1,1,40,39
1724,21,4,5,9,5,8,2,5,1,1,1,30,39
1810,57,4,11,9,3,4,1,5,2,1,1,60,39
31650,32,4,4,13,5,1,2,5,1,1,1,40,39
1296,21,4,23,10,5,8,2,5,2,1,1,57,39
10866,44,5,10,10,3,3,1,5,2,1,1,58,39
15243,39,4,18,9,1,7,4,5,2,1,1,50,39
13308,45,4,8,10,3,7,1,5,2,1,1,44,39
8,31,4,4,14,5,10,2,5,1,9,1,50,39
28453,38,4,42,11,3,13,6,5,1,1,1,36,39
31002,19,4,30,10,5,12,4,2,2,1,1,35,25
5486,38,4,10,10,3,12,1,5,2,1,1,40,39
9611,19,4,23,10,5,8,4,5,1,1,1,35,39
17333,50,4,25,9,3,12,1,5,2,1,1,80,39
621,45,4,46,7,7,8,2,3,1,1,1,20,39
3779,63,4,9,9,1,14,5,5,2,1,1,45,39
28429,31,1,48,10,5,13,2,5,2,1,1,40,39
2300,43,6,34,13,1,4,2,5,2,1,1,60,39
8772,39,4,11,9,1,8,5,3,1,6,1,40,39
6829,24,4,40,5,5,6,4,5,2,1,1,12,39
3642,61,4,23,6,3,7,1,5,2,1,1,40,39
26927,19,4,17,9,5,12,4,5,1,1,1,8,39
28720,28,4,29,10,3,7,1,5,2,1,1,40,39
7714,47,2,12,14,3,10,1,5,2,8,1,60,39
26052,19,4,30,9,5,6,4,5,2,1,1,25,39
28226,72,6,25,9,3,5,1,5,2,1,1,40,39
12069,20,4,29,9,3,12,3,5,2,1,1,20,39
10524,26,4,32,13,5,10,2,5,1,1,1,40,39
12962,39,1,18,9,3,1,6,5,1,1,1,40,39
15635,45,4,22,9,7,3,2,5,1,1,1,40,39
30792,42,4,3,12,3,4,1,5,2,1,1,60,39
27201,19,9,4,9,5,8,4,5,2,1,1,40,39
15092,18,4,40,10,5,1,4,5,2,1,1,40,39
14438,44,6,27,9,5,3,2,5,2,9,1,40,39
8010,41,7,22,9,3,1,1,5,2,4,1,40,39
13642,34,4,20,10,5,12,5,5,2,1,1,35,39
24911,64,4,14,9,7,10,2,5,1,1,1,23,39
26414,57,5,37,14,3,12,1,5,2,10,1,40,39
14634,39,4,27,10,1,4,5,5,1,1,1,40,26
4366,42,4,20,14,3,12,1,5,2,1,1,50,39
22815,33,4,17,5,1,3,5,5,2,1,1,55,39
399,52,5,13,13,3,4,1,5,2,1,1,50,39
20609,31,4,8,11,3,14,1,5,2,1,1,30,39
28006,32,4,18,10,3,7,1,5,2,4,1,40,39
4765,30,4,11,9,3,7,1,5,2,1,1,60,21
9133,20,7,4,10,5,8,4,5,1,1,1,20,39
12486,59,4,53,10,3,3,1,5,2,1,2,55,39
14226,43,4,17,13,1,10,2,5,1,9,1,40,39
28537,47,4,15,14,3,4,1,5,2,1,1,50,39
24105,39,4,23,13,3,4,1,5,2,10,1,70,39
18852,47,4,15,13,1,6,2,5,2,1,2,51,39
28738,52,4,10,9,3,10,1,5,2,8,1,40,39
20550,18,4,21,10,5,8,4,5,2,1,1,15,39
17653,34,4,3,13,3,12,1,5,2,1,1,50,39
7030,24,4,3,13,5,12,2,5,2,1,1,45,39
20564,30,7,27,13,5,1,4,3,1,1,1,40,39
732,26,4,18,11,3,1,1,5,2,1,3,45,39
12978,29,4,3,13,3,8,1,5,2,8,1,42,39
13615,17,4,19,7,5,12,5,5,1,1,1,12,31
4748,51,4,18,12,1,4,5,5,2,1,1,55,11
15155,47,1,11,10,1,1,5,5,1,1,1,40,39
31826,36,5,25,10,3,11,1,5,2,1,1,60,39
10363,65,4,19,9,7,1,2,5,1,1,1,36,39
16081,41,7,29,10,3,1,6,5,1,4,1,40,39
29774,39,4,17,13,3,12,1,5,2,9,1,50,39
11276,24,4,17,11,5,3,2,5,2,1,1,55,39
25863,29,4,17,9,5,8,5,5,1,1,1,30,39
28589,42,2,22,9,6,8,2,3,1,1,1,60,42
16290,21,4,5,9,5,11,4,5,2,1,1,40,39
9774,34,4,34,9,6,1,2,5,2,1,1,40,39
11839,42,4,19,10,3,10,1,5,2,1,1,40,39
4559,47,6,14,9,3,4,1,5,2,1,3,50,39
16626,36,4,16,10,3,7,1,5,2,1,1,44,39
26261,34,4,7,9,3,12,1,5,2,1,1,40,39
2657,31,4,16,10,7,1,5,5,1,1,1,40,39
3568,38,4,28,9,3,7,1,5,2,1,1,40,39
7034,58,4,30,13,3,12,1,5,2,9,1,40,39
26878,25,4,13,13,5,12,4,2,2,3,1,40,40
30604,44,6,4,9,1,4,5,5,1,1,1,60,39
30659,72,4,16,10,7,1,2,5,1,1,1,25,39
5101,47,7,8,14,3,4,1,5,2,1,1,47,39
10859,23,2,2,9,5,10,2,5,1,1,1,40,39
156,23,4,21,13,5,6,2,5,2,1,1,40,39
26335,26,4,17,14,3,7,1,5,2,1,1,20,2
18187,46,4,29,10,4,12,5,5,1,1,1,40,39
19073,45,9,11,4,1,8,2,1,2,1,1,48,39
20657,46,5,17,8,3,3,1,5,2,1,1,45,42
17928,29,4,18,9,3,8,6,5,1,1,1,40,5
28144,21,9,19,10,5,8,4,5,2,1,1,75,39
2968,49,5,10,13,3,12,1,5,2,1,1,52,39
1586,51,4,7,10,1,4,5,5,2,1,1,45,34
564,52,6,33,13,3,10,1,5,2,1,1,60,39
4725,23,4,12,9,5,3,3,5,2,1,1,40,39
24542,32,4,19,7,3,4,1,5,2,1,1,55,39
11533,24,4,17,11,3,8,1,5,2,1,1,20,39
26268,37,6,13,16,5,10,2,5,1,1,3,60,39
16686,23,4,21,9,5,6,2,5,2,1,1,40,39
16485,38,7,31,13,3,4,1,5,2,1,1,37,39
1590,65,4,20,10,3,11,1,5,2,1,1,16,39
14030,40,4,18,10,3,12,1,5,2,1,1,60,33
12151,25,4,11,9,5,3,5,5,2,1,1,40,39
29044,46,4,18,9,3,8,1,5,2,1,1,40,39
290,36,4,20,13,3,10,1,5,2,1,1,45,39
28991,19,4,10,10,5,8,4,5,1,1,1,20,39
28240,48,4,14,9,3,6,6,3,1,1,1,40,39
4238,61,4,19,9,3,4,1,5,2,1,1,50,39
20054,24,4,19,9,5,12,4,5,2,1,1,40,39
1995,44,4,5,10,1,7,2,5,2,1,1,50,39
11020,49,4,32,10,1,4,2,5,2,4,1,50,39
20803,40,9,35,14,3,8,1,5,2,1,1,60,39
2356,22,9,19,10,6,8,4,5,2,1,1,25,39
15105,44,5,45,10,1,12,4,5,2,1,1,45,39
3162,45,4,7,9,5,7,2,5,2,1,1,40,39
7281,53,4,3,9,5,12,2,5,1,1,1,40,39
27937,21,7,47,10,5,8,4,3,1,1,1,12,39
21156,57,4,20,10,3,3,1,5,2,1,1,40,39
29383,46,4,6,10,1,14,4,5,2,4,1,55,39
3471,31,4,19,9,3,14,1,5,2,1,1,50,39
11804,42,4,27,13,5,10,2,5,2,1,1,32,39
6700,57,4,37,14,3,1,1,5,2,1,1,40,39
11809,45,4,33,10,3,3,1,5,2,1,1,40,39
26637,36,4,12,9,3,1,6,5,1,1,1,40,39
24244,32,4,16,10,5,8,4,5,2,1,1,35,39
12216,52,1,29,13,3,10,1,5,2,1,1,40,39
10939,25,4,16,14,5,12,2,5,2,1,1,55,39
27754,41,4,17,10,3,10,1,3,2,1,1,4,39
4917,25,4,25,10,5,10,2,5,1,1,1,8,39
18583,26,4,25,13,5,1,4,5,2,1,1,40,39
1709,43,4,20,14,3,4,1,5,2,1,2,40,39
12931,45,4,35,9,3,4,1,2,2,1,1,40,39
1041,23,4,13,10,5,7,4,3,1,1,1,40,39
10351,44,4,20,13,1,12,5,5,1,1,1,35,39
10278,32,4,15,13,3,10,3,5,2,1,1,40,39
5531,31,6,34,10,3,7,1,5,2,1,1,48,39
13497,58,4,34,13,1,12,2,5,2,1,1,50,39
29058,33,4,11,6,1,8,5,5,1,1,1,45,39
27077,55,4,40,5,1,3,5,5,1,10,1,37,39
32395,22,4,17,9,5,3,2,5,2,1,1,50,39
14820,33,4,24,10,3,8,1,5,2,1,1,50,39
4571,34,4,29,14,3,4,1,5,2,1,2,50,39
13479,32,4,13,14,6,4,2,5,2,1,3,55,39
4493,25,4,7,7,1,12,4,5,1,1,1,40,39
29699,35,5,6,13,3,4,1,5,2,1,1,50,39
24380,38,4,16,13,3,10,1,5,2,1,1,40,39
5019,22,4,44,3,5,6,2,5,2,1,1,40,26
18228,64,4,12,9,3,4,1,5,2,1,1,20,39
21331,42,4,18,11,3,1,1,5,2,1,1,32,39
21212,22,4,12,13,5,1,4,5,1,1,1,35,39
12178,22,4,10,6,5,3,3,5,2,1,1,30,39
14038,42,2,7,9,1,5,2,5,2,1,1,40,39
4380,35,4,34,13,3,4,1,5,2,1,2,70,39
31120,39,4,20,13,3,1,1,5,2,1,1,40,39
14954,35,4,40,12,5,11,2,5,2,1,1,40,39
9447,44,6,20,9,3,7,6,5,1,1,1,45,39
5571,27,4,6,10,1,1,3,5,1,1,1,40,39
31878,61,5,14,9,3,12,1,5,2,1,1,55,39
24023,37,4,7,10,3,3,1,5,2,1,1,40,39
20818,54,6,16,9,3,12,1,5,2,1,1,40,39
12952,35,4,9,9,3,4,1,5,2,1,1,50,39
13870,56,4,25,10,3,12,1,5,2,1,1,40,39
11169,50,4,20,13,1,10,5,5,1,1,1,45,39
29845,38,4,25,10,3,6,1,3,2,1,1,40,39
26017,25,4,24,10,5,14,2,5,2,9,1,50,39
15404,40,4,23,9,1,3,2,5,2,1,1,50,39
876,23,4,15,9,5,6,5,3,1,1,1,7,39
31063,57,6,17,10,7,4,3,5,2,1,1,25,39
3222,25,6,11,10,5,3,5,5,2,1,1,35,39
1678,27,1,12,10,3,3,1,5,2,1,1,50,39
15421,33,4,18,11,3,12,1,5,2,1,1,40,39
23184,29,4,37,10,3,3,1,5,2,1,1,40,39
24288,33,4,19,9,5,3,2,5,2,1,1,45,39
3659,30,4,20,9,3,6,1,5,2,1,1,40,39
1916,47,4,16,13,3,12,1,5,2,1,1,70,39
31686,47,4,17,10,7,14,5,5,1,1,1,25,28
5921,33,9,20,9,6,8,5,5,1,1,1,20,39
6759,31,4,4,10,3,3,1,5,2,1,1,40,39
25008,46,4,16,11,1,7,5,5,2,1,1,40,39
12907,17,4,7,6,5,12,4,3,1,1,1,24,39
23432,30,4,54,6,3,8,1,3,2,1,1,40,39
24116,20,4,16,10,5,12,4,5,1,1,1,35,39
12487,34,4,11,7,3,14,1,5,2,1,1,50,39
29800,33,6,23,13,1,12,2,5,2,1,1,50,39
14610,24,4,29,13,5,4,4,5,1,1,1,50,39
2698,50,6,17,9,1,5,2,5,2,1,1,40,39
32428,39,1,11,13,3,1,6,2,1,1,1,40,30
14162,33,4,9,12,3,10,1,5,2,1,1,50,39
13477,34,4,16,12,5,1,2,5,1,1,1,35,39
12100,55,4,14,9,3,3,1,5,2,1,1,40,39
32182,50,4,19,9,3,6,1,5,2,1,1,45,39
18078,26,4,24,10,5,1,3,5,2,1,1,40,26
22982,21,4,20,10,5,8,4,5,1,1,1,20,39
24979,34,4,9,10,1,12,2,5,1,1,1,60,39
9205,48,1,15,9,3,1,1,3,2,1,1,50,39
25423,31,4,17,13,3,13,1,2,2,1,1,40,39
27826,26,4,6,14,5,10,2,5,1,1,1,40,39
31161,37,4,12,13,3,4,1,5,2,1,1,50,39
14477,31,2,19,9,3,11,1,5,2,1,1,48,39
2865,30,4,10,9,1,7,5,5,2,1,1,40,39
3756,39,4,16,13,1,1,5,5,1,1,1,20,39
31178,64,9,20,9,3,8,1,5,2,1,1,50,39
15042,30,4,20,9,5,1,5,5,2,1,1,40,39
26293,30,4,4,9,5,1,5,5,1,1,1,40,39
20752,40,4,30,9,3,5,1,5,2,1,1,40,39
5880,28,4,16,10,3,14,1,5,2,1,1,45,39
20069,26,2,20,13,5,11,4,5,2,1,1,40,39
19165,60,6,19,10,3,5,1,5,2,1,1,15,39
10154,28,4,30,10,5,1,4,3,1,1,1,40,23
14496,36,4,16,6,5,3,2,5,2,1,1,40,39
627,38,6,26,9,3,12,1,5,2,1,1,64,39
31569,46,6,16,16,5,10,2,5,1,1,1,45,39
20701,57,4,10,10,1,12,2,5,1,1,1,48,39
21178,32,7,48,3,5,7,4,5,1,1,1,10,39
7106,36,9,17,9,1,8,5,5,1,1,1,28,39
32221,37,6,16,9,3,12,1,5,2,1,2,45,39
12750,29,5,13,12,5,10,3,3,1,1,1,40,39
12839,38,4,3,11,3,3,1,5,2,1,1,40,39
10658,57,4,11,10,3,12,1,5,2,1,1,50,39
14695,51,4,20,10,3,10,1,5,2,1,1,45,39
5439,33,4,11,9,1,1,4,5,2,1,1,40,39
27546,29,4,40,13,5,10,2,5,1,1,1,45,39
11493,37,4,26,10,3,3,1,5,2,1,1,40,39
8553,20,4,21,11,5,8,4,5,1,1,1,20,39
6621,56,5,7,14,1,4,2,5,2,10,1,60,39
4794,48,4,17,9,3,7,1,5,2,1,1,48,39
3373,40,4,34,9,1,13,5,5,1,1,1,40,39
977,40,7,18,14,3,10,1,5,2,1,1,35,39
13838,22,7,13,10,5,13,4,5,1,1,1,10,39
22459,33,4,15,7,3,3,1,5,2,1,1,40,39
23142,65,4,22,11,1,4,2,5,1,1,1,40,39
1072,37,4,21,9,3,3,1,5,2,1,1,50,39
6635,49,4,11,11,3,3,1,5,2,1,1,45,12
10974,30,4,39,9,5,6,2,5,2,1,1,50,11
25568,73,9,17,9,3,8,1,5,2,1,1,15,39
23689,43,5,8,13,3,12,4,2,1,1,1,40,30
17378,36,4,17,13,5,8,2,5,2,3,1,20,42
17767,19,4,18,10,5,12,4,5,1,1,1,25,39
6740,61,4,21,10,3,4,1,5,2,1,2,40,39
24473,61,4,24,4,7,5,2,3,2,1,1,40,39
8459,40,6,12,15,3,10,1,5,2,1,1,40,39
13036,40,4,25,10,1,8,2,5,2,1,1,45,39
349,31,4,15,13,5,10,4,5,2,1,1,25,39
12443,28,4,21,9,3,14,1,5,2,1,1,50,39
13781,39,4,9,13,5,10,2,5,2,1,1,40,39
28669,57,4,14,16,3,13,1,5,2,1,2,40,11
31728,25,2,17,11,5,11,4,5,2,1,1,30,39
10877,31,4,9,9,5,3,5,5,2,1,1,40,39
2076,51,4,16,9,1,8,5,5,1,1,1,38,39
14065,38,4,17,10,6,8,2,5,1,1,1,58,39
29909,43,6,10,10,3,4,1,5,2,1,2,15,39
18421,19,2,21,10,5,1,4,5,1,1,2,30,39
22488,36,6,34,9,3,3,1,5,2,1,1,40,39
1920,32,4,12,9,6,1,5,5,1,1,1,40,39
29926,38,6,26,10,3,14,1,5,2,1,1,40,39
10078,48,4,40,9,1,12,2,5,2,1,1,40,39
6300,77,6,20,10,5,3,2,5,2,1,1,40,39
17022,42,4,25,15,3,4,1,5,2,9,1,40,39
10509,30,4,42,9,5,11,4,5,2,1,1,70,39
15583,36,4,28,12,6,8,5,3,1,1,1,32,39
6708,46,5,21,16,3,10,1,5,2,1,1,60,39
25179,24,4,6,4,5,12,4,5,2,1,1,40,39
19494,44,4,22,10,3,1,6,4,1,1,1,30,26
23114,19,4,16,10,5,12,4,5,1,1,1,25,39
9604,23,2,12,9,5,1,4,5,2,1,1,40,39
2043,27,6,20,13,3,4,1,5,2,1,1,60,39
11491,30,4,22,9,3,6,1,5,2,1,1,66,39
29483,27,4,11,9,1,1,2,5,1,1,1,40,39
4324,37,4,19,11,6,10,4,5,1,1,1,38,39
1952,30,4,22,13,5,10,2,3,2,1,1,40,39
14447,40,5,3,14,3,3,1,5,2,1,1,50,39
23915,24,9,31,9,5,8,2,2,1,1,1,45,42
23672,41,4,21,13,3,10,1,5,2,1,2,40,39
32315,26,4,26,9,3,3,1,5,2,1,1,48,39
1668,52,4,9,9,3,1,1,5,2,1,1,40,39
15997,68,5,13,9,7,8,5,5,1,1,1,15,39
13658,34,4,23,5,6,5,5,3,2,1,1,40,39
17662,33,4,18,13,3,10,1,5,2,1,1,45,39
11390,30,6,12,10,1,8,5,5,1,1,1,30,39
29877,49,6,4,9,3,4,1,5,2,1,1,45,39
3180,30,2,32,9,3,11,1,5,2,1,1,40,39
27265,25,9,23,9,5,8,5,3,1,1,1,40,39
10942,63,2,15,9,3,11,1,5,2,1,1,40,39
31710,64,9,3,10,7,8,2,5,2,1,1,4,39
6972,69,6,10,4,3,12,1,5,2,1,1,55,39
28846,39,4,3,9,3,3,1,5,2,1,1,40,39
3388,46,6,2,13,3,5,1,5,2,1,1,40,39
5334,49,4,33,9,3,4,1,5,2,1,1,40,39
8800,36,2,24,11,5,11,2,5,2,1,1,40,39
31558,36,4,19,13,7,10,5,5,1,1,1,44,39
19442,44,2,10,12,3,10,1,5,2,1,1,48,39
22028,34,7,14,16,3,13,1,2,2,1,1,20,3
4353,63,4,12,10,3,10,6,5,1,1,1,12,39
19521,20,4,20,9,5,6,4,5,2,1,1,40,39
25845,29,7,30,10,3,11,1,5,2,1,1,40,39
17248,65,4,10,9,3,12,1,5,2,9,1,10,39
222,90,4,5,9,5,8,2,3,2,1,3,40,39
26471,25,4,3,9,5,6,2,5,2,1,1,45,39
458,23,4,5,9,3,14,1,5,2,1,1,60,39
30924,39,4,25,4,5,8,4,5,2,1,1,40,26
27399,34,4,14,9,3,3,1,5,2,1,1,55,39
14067,20,9,32,9,5,8,4,5,1,1,1,40,39
27675,39,4,20,12,7,1,5,5,1,1,1,45,39
8706,33,4,32,11,1,8,5,5,1,1,1,40,39
18176,24,4,23,9,3,3,1,5,2,1,1,40,39
1061,61,4,12,9,3,7,1,5,2,4,1,40,39
20493,34,7,21,13,3,10,6,5,1,1,1,45,39
7851,36,2,6,9,3,10,1,5,2,9,1,40,39
19506,41,4,11,14,3,10,1,5,2,1,1,55,39
13881,38,4,21,9,3,4,1,5,2,1,1,44,39
21140,31,6,17,10,3,3,1,5,2,1,1,40,39
9347,59,4,17,10,3,1,6,5,1,1,1,14,5
13845,65,9,10,13,3,8,1,5,2,1,1,40,39
22688,49,4,8,11,3,3,1,5,2,6,1,40,39
23904,30,4,11,13,3,8,1,5,2,1,1,60,39
21805,63,9,14,13,3,8,1,5,2,1,1,40,39
27614,63,6,16,15,3,10,1,5,2,1,1,30,39
19040,42,4,33,9,3,10,6,5,1,1,1,40,39
15561,53,5,14,13,3,12,1,5,2,1,1,60,39
20087,27,4,19,10,5,1,4,5,1,1,1,40,39
6317,40,4,14,13,1,1,5,5,1,1,1,20,39
18181,36,9,21,5,1,8,5,5,1,1,1,40,26
12237,22,4,6,9,3,12,1,3,2,1,1,40,39
17000,42,4,14,14,3,10,1,5,2,1,2,50,39
9601,41,4,18,10,3,12,1,5,2,4,1,40,39
17140,48,4,9,10,1,1,2,5,1,1,2,38,39
29013,52,4,14,9,7,1,2,5,1,1,1,40,39
17277,36,6,22,14,3,10,1,5,2,1,1,45,39
24527,63,9,9,7,3,8,1,5,2,1,1,40,39
3649,21,4,14,10,5,8,4,5,2,1,1,32,39
29867,47,4,15,14,3,10,6,5,1,1,1,2,39
8426,38,4,17,9,3,3,1,5,2,1,1,45,39
14470,38,2,40,10,3,13,1,5,2,1,1,40,39
13069,23,9,30,12,3,8,1,5,2,1,1,40,8
18903,26,2,33,13,5,10,4,3,1,1,1,40,39
17281,32,4,37,9,3,3,1,5,2,1,1,40,39
6725,41,4,32,9,1,4,2,5,2,1,1,40,39
28627,61,4,3,10,3,8,1,5,2,1,1,6,39
7769,28,4,13,6,5,6,2,5,2,1,1,40,39
11687,49,6,26,13,3,4,1,5,2,1,1,60,39
331,26,4,22,13,5,1,2,5,2,1,1,40,39
9823,35,2,16,13,1,10,2,5,2,1,1,40,33
23905,26,4,15,6,5,5,2,3,2,1,1,40,39
14975,22,7,26,10,5,8,3,3,2,1,1,39,14
23479,49,2,12,10,3,4,1,5,2,1,1,46,39
22046,58,5,17,9,3,12,1,5,2,1,1,55,39
2029,32,7,25,14,3,10,1,5,2,1,1,50,39
4919,23,4,24,10,5,1,3,2,1,1,1,24,40
1820,25,4,28,4,3,6,1,5,2,1,1,40,26
20774,21,4,4,10,5,12,2,5,1,1,1,40,39
3527,24,4,10,9,3,6,1,5,2,1,1,40,39
24432,31,4,23,9,3,8,1,5,2,1,1,52,26
8494,36,4,14,5,3,7,1,5,2,1,1,40,39
17076,37,4,22,9,3,12,1,5,2,1,1,40,39
2978,29,4,19,9,1,7,5,5,2,1,1,56,39
10976,48,6,3,9,3,3,1,5,2,1,1,40,39
23194,37,7,16,16,3,10,1,5,2,1,1,45,39
27579,61,9,6,13,5,8,2,5,1,1,1,45,39
6340,42,4,18,10,1,4,4,5,1,1,1,40,39
14505,52,4,11,10,7,12,2,5,1,1,1,40,39
6694,36,4,35,9,6,7,2,3,1,1,1,36,39
16512,23,4,8,9,3,4,1,5,2,1,1,30,39
76,40,4,3,12,3,1,1,5,2,1,1,40,39
23761,47,4,3,9,3,5,1,5,2,1,1,40,39
31902,34,4,16,6,3,6,1,5,2,1,1,40,32
2970,36,6,24,13,5,5,2,5,2,1,1,50,26
14648,65,7,32,10,3,7,1,3,2,1,1,40,39
25382,49,2,30,14,6,10,5,5,1,1,1,70,39
14329,64,4,4,13,1,4,2,5,1,1,1,50,39
17574,76,4,27,13,7,10,2,5,1,1,1,20,39
16205,36,4,9,10,3,7,1,5,2,1,2,40,39
9810,24,4,50,9,5,8,4,5,1,1,1,25,39
8388,35,7,17,13,5,4,2,2,1,3,1,45,39
18578,30,4,21,9,3,4,3,5,1,1,1,40,39
28236,18,4,30,9,5,12,2,5,1,1,1,20,39
1612,45,4,4,14,3,10,1,5,2,1,1,36,9
11112,33,4,9,7,5,3,4,5,2,1,1,40,39
7803,55,4,12,9,3,8,1,5,2,1,1,60,39
9444,50,4,12,7,3,3,1,5,2,1,1,40,39
28541,36,4,11,6,3,7,4,5,1,4,1,40,39
8178,29,4,18,8,5,8,2,4,2,1,1,40,39
18490,19,4,32,9,5,10,4,5,2,1,1,30,39
2989,44,4,17,14,3,4,1,2,2,1,1,48,19
20219,24,4,3,10,1,8,2,3,2,1,1,40,39
